Datetime,load,pv,price
2016-03-04 11:45:00,0.113,0.35,0.0228
2016-03-04 12:00:00,0.494,0.303,0.02248
2016-03-04 12:15:00,0.689,0.299,0.0223
2016-03-04 12:30:00,0.334,0.281,0.02213
2016-03-04 12:45:00,0.108,0.292,0.02196
2016-03-04 13:00:00,0.058,0.252,0.02178
2016-03-04 13:15:00,0.068,0.143,0.0218
2016-03-04 13:30:00,0.191,0.139,0.02182
2016-03-04 13:45:00,0.375,0.179,0.02184
2016-03-04 14:00:00,0.339,0.202,0.02186
2016-03-04 14:15:00,0.243,0.187,0.02202
2016-03-04 14:30:00,0.448,0.18,0.02217
2016-03-04 14:45:00,0.096,0.145,0.02232
2016-03-04 15:00:00,0.085,0.119,0.02248
2016-03-04 15:15:00,0.08,0.083,0.0229
2016-03-04 15:30:00,0.075,0.034,0.02332
2016-03-04 15:45:00,0.099,0.029,0.02375
2016-03-04 16:00:00,0.059,0.019,0.02417
2016-03-04 16:15:00,0.031,0.0,0.02543
2016-03-04 16:30:00,0.051,0.012,0.02669
2016-03-04 16:45:00,0.051,0.0,0.02794
2016-03-04 17:00:00,0.387,0.0,0.0292
2016-03-04 17:15:00,0.66,0.0,0.0304
2016-03-04 17:30:00,0.52,0.0,0.0316
2016-03-04 17:45:00,0.422,0.0,0.03279
2016-03-04 18:00:00,0.382,0.0,0.03399
2016-03-04 18:15:00,0.321,0.0,0.03326
2016-03-04 18:30:00,0.182,0.0,0.03252
2016-03-04 18:45:00,0.186,0.0,0.03179
2016-03-04 19:00:00,0.259,0.0,0.03106
2016-03-04 19:15:00,0.483,0.0,0.03027
2016-03-04 19:30:00,0.644,0.0,0.02948
2016-03-04 19:45:00,0.454,0.0,0.02869
2016-03-04 20:00:00,0.429,0.0,0.0279
2016-03-04 20:15:00,0.41,0.0,0.0268
2016-03-04 20:30:00,0.318,0.0,0.02571
2016-03-04 20:45:00,0.282,0.0,0.02462
2016-03-04 21:00:00,0.175,0.0,0.02352
2016-03-04 21:15:00,0.238,0.0,0.02359
2016-03-04 21:30:00,0.199,0.0,0.02366
2016-03-04 21:45:00,0.189,0.0,0.02373
2016-03-04 22:00:00,0.231,0.0,0.0238
2016-03-04 22:15:00,0.163,0.0,0.02324
2016-03-04 22:30:00,0.14,0.0,0.02268
2016-03-04 22:45:00,0.141,0.0,0.02211
2016-03-04 23:00:00,0.141,0.0,0.02155
2016-03-04 23:15:00,0.111,0.0,0.02095
2016-03-04 23:30:00,0.09,0.0,0.02035
2016-03-04 23:45:00,0.08,0.0,0.01975
2016-03-05 00:00:00,0.1,0.0,0.01915
2016-03-05 00:15:00,0.1,0.0,0.01916
2016-03-05 00:30:00,0.109,0.0,0.01916
2016-03-05 00:45:00,0.128,0.0,0.01916
2016-03-05 01:00:00,0.129,0.0,0.01917
2016-03-05 01:15:00,0.124,0.0,0.01914
2016-03-05 01:30:00,0.099,0.0,0.0191
2016-03-05 01:45:00,0.1,0.0,0.01907
2016-03-05 02:00:00,0.083,0.0,0.01904
2016-03-05 02:15:00,0.08,0.0,0.01902
2016-03-05 02:30:00,0.068,0.0,0.019
2016-03-05 02:45:00,0.092,0.0,0.01898
2016-03-05 03:00:00,0.08,0.0,0.01896
2016-03-05 03:15:00,0.06,0.0,0.01894
2016-03-05 03:30:00,0.061,0.0,0.01892
2016-03-05 03:45:00,0.049,0.0,0.0189
2016-03-05 04:00:00,0.04,0.0,0.01888
2016-03-05 04:15:00,0.05,0.0,0.01891
2016-03-05 04:30:00,0.077,0.0,0.01894
2016-03-05 04:45:00,0.083,0.0,0.01898
2016-03-05 05:00:00,0.06,0.0,0.01901
2016-03-05 05:15:00,0.06,0.0,0.01905
2016-03-05 05:30:00,0.06,0.0,0.01909
2016-03-05 05:45:00,0.05,0.0,0.01912
2016-03-05 06:00:00,0.049,0.0,0.01916
2016-03-05 06:15:00,0.283,0.0,0.01956
2016-03-05 06:30:00,0.222,0.01,0.01995
2016-03-05 06:45:00,0.182,0.01,0.02035
2016-03-05 07:00:00,0.148,0.009,0.02075
2016-03-05 07:15:00,0.386,0.02,0.0217
2016-03-05 07:30:00,0.194,0.027,0.02265
2016-03-05 07:45:00,0.156,0.024,0.0236
2016-03-05 08:00:00,0.104,0.027,0.02455
2016-03-05 08:15:00,0.115,0.022,0.02514
2016-03-05 08:30:00,0.101,0.021,0.02572
2016-03-05 08:45:00,0.095,0.027,0.02631
2016-03-05 09:00:00,0.576,0.022,0.0269
2016-03-05 09:15:00,0.324,0.031,0.02637
2016-03-05 09:30:00,0.177,0.027,0.02584
2016-03-05 09:45:00,0.151,0.049,0.02531
2016-03-05 10:00:00,0.14,0.06,0.02478
2016-03-05 10:15:00,0.319,0.071,0.02474
2016-03-05 10:30:00,0.183,0.05,0.0247
2016-03-05 10:45:00,0.168,0.049,0.02467
2016-03-05 11:00:00,0.286,0.051,0.02463
2016-03-05 11:15:00,0.27,0.049,0.02454
2016-03-05 11:30:00,0.167,0.06,0.02444
2016-03-05 11:45:00,0.128,0.068,0.02434
2016-03-05 12:00:00,0.205,0.073,0.02425
2016-03-05 12:15:00,0.172,0.097,0.02347
2016-03-05 12:30:00,0.143,0.08,0.0227
2016-03-05 12:45:00,0.373,0.063,0.02192
2016-03-05 13:00:00,0.385,0.07,0.02114
2016-03-05 13:15:00,0.408,0.069,0.02096
2016-03-05 13:30:00,0.423,0.07,0.02078
2016-03-05 13:45:00,0.589,0.061,0.0206
2016-03-05 14:00:00,0.208,0.077,0.02042
2016-03-05 14:15:00,0.185,0.083,0.02046
2016-03-05 14:30:00,0.267,0.07,0.0205
2016-03-05 14:45:00,0.141,0.049,0.02053
2016-03-05 15:00:00,0.097,0.051,0.02057
2016-03-05 15:15:00,0.097,0.041,0.02074
2016-03-05 15:30:00,0.138,0.022,0.02091
2016-03-05 15:45:00,0.139,0.01,0.02108
2016-03-05 16:00:00,0.186,0.0,0.02125
2016-03-05 16:15:00,0.292,0.009,0.02242
2016-03-05 16:30:00,0.53,0.0,0.02358
2016-03-05 16:45:00,0.722,0.0,0.02475
2016-03-05 17:00:00,0.31,0.0,0.02592
2016-03-05 17:15:00,0.137,0.0,0.02794
2016-03-05 17:30:00,0.247,0.0,0.02997
2016-03-05 17:45:00,0.262,0.0,0.032
2016-03-05 18:00:00,0.238,0.0,0.03402
2016-03-05 18:15:00,0.226,0.0,0.03427
2016-03-05 18:30:00,0.187,0.0,0.03451
2016-03-05 18:45:00,0.181,0.0,0.03476
2016-03-05 19:00:00,0.17,0.0,0.035
2016-03-05 19:15:00,0.18,0.0,0.03322
2016-03-05 19:30:00,0.172,0.0,0.03143
2016-03-05 19:45:00,0.15,0.0,0.02964
2016-03-05 20:00:00,0.17,0.0,0.02786
2016-03-05 20:15:00,0.17,0.0,0.027
2016-03-05 20:30:00,0.187,0.0,0.02615
2016-03-05 20:45:00,0.181,0.0,0.0253
2016-03-05 21:00:00,0.2,0.0,0.02444
2016-03-05 21:15:00,0.21,0.0,0.02462
2016-03-05 21:30:00,0.182,0.0,0.02481
2016-03-05 21:45:00,0.177,0.0,0.025
2016-03-05 22:00:00,0.172,0.0,0.02518
2016-03-05 22:15:00,0.179,0.0,0.02388
2016-03-05 22:30:00,0.19,0.0,0.02259
2016-03-05 22:45:00,0.199,0.0,0.0213
2016-03-05 23:00:00,0.173,0.0,0.02
2016-03-05 23:15:00,0.143,0.0,0.02017
2016-03-05 23:30:00,0.137,0.0,0.02034
2016-03-05 23:45:00,0.105,0.0,0.02052
2016-03-06 00:00:00,0.049,0.0,0.02069
2016-03-06 00:15:00,0.051,0.0,0.0205
2016-03-06 00:30:00,0.051,0.0,0.02032
2016-03-06 00:45:00,0.077,0.0,0.02013
2016-03-06 01:00:00,0.09,0.0,0.01994
2016-03-06 01:15:00,0.07,0.0,0.01974
2016-03-06 01:30:00,0.062,0.0,0.01954
2016-03-06 01:45:00,0.058,0.0,0.01933
2016-03-06 02:00:00,0.052,0.0,0.01913
2016-03-06 02:15:00,0.05,0.0,0.01902
2016-03-06 02:30:00,0.06,0.0,0.01891
2016-03-06 02:45:00,0.078,0.0,0.0188
2016-03-06 03:00:00,0.073,0.0,0.01869
2016-03-06 03:15:00,0.049,0.0,0.01866
2016-03-06 03:30:00,0.06,0.0,0.01863
2016-03-06 03:45:00,0.05,0.0,0.01861
2016-03-06 04:00:00,0.04,0.0,0.01858
2016-03-06 04:15:00,0.06,0.0,0.01864
2016-03-06 04:30:00,0.071,0.0,0.0187
2016-03-06 04:45:00,0.068,0.0,0.01877
2016-03-06 05:00:00,0.061,0.0,0.01883
2016-03-06 05:15:00,0.06,0.0,0.01878
2016-03-06 05:30:00,0.051,0.0,0.01874
2016-03-06 05:45:00,0.049,0.0,0.0187
2016-03-06 06:00:00,0.051,0.0,0.01865
2016-03-06 06:15:00,0.069,0.0,0.01868
2016-03-06 06:30:00,0.069,0.0,0.01872
2016-03-06 06:45:00,0.051,0.01,0.01875
2016-03-06 07:00:00,0.059,0.027,0.01878
2016-03-06 07:15:00,0.131,0.041,0.01891
2016-03-06 07:30:00,0.148,0.049,0.01903
2016-03-06 07:45:00,0.138,0.058,0.01916
2016-03-06 08:00:00,0.107,0.121,0.01928
2016-03-06 08:15:00,0.085,0.136,0.01946
2016-03-06 08:30:00,0.056,0.148,0.01964
2016-03-06 08:45:00,0.048,0.34,0.01981
2016-03-06 09:00:00,0.061,0.381,0.01999
2016-03-06 09:15:00,0.09,0.665,0.02006
2016-03-06 09:30:00,0.075,0.304,0.02012
2016-03-06 09:45:00,0.075,0.268,0.02019
2016-03-06 10:00:00,0.088,0.399,0.02026
2016-03-06 10:15:00,0.101,0.271,0.02032
2016-03-06 10:30:00,0.069,0.137,0.02038
2016-03-06 10:45:00,0.078,0.155,0.02045
2016-03-06 11:00:00,0.121,0.185,0.02051
2016-03-06 11:15:00,0.342,0.128,0.02039
2016-03-06 11:30:00,0.594,0.182,0.02027
2016-03-06 11:45:00,0.474,0.27,0.02014
2016-03-06 12:00:00,0.392,0.201,0.02002
2016-03-06 12:15:00,0.13,0.209,0.0198
2016-03-06 12:30:00,0.163,0.273,0.01958
2016-03-06 12:45:00,0.355,0.187,0.01936
2016-03-06 13:00:00,0.298,0.062,0.01914
2016-03-06 13:15:00,0.365,0.113,0.01891
2016-03-06 13:30:00,0.346,0.396,0.01869
2016-03-06 13:45:00,0.099,0.5,0.01846
2016-03-06 14:00:00,0.092,0.306,0.01824
2016-03-06 14:15:00,0.081,0.224,0.01824
2016-03-06 14:30:00,0.068,0.051,0.01823
2016-03-06 14:45:00,0.073,0.169,0.01823
2016-03-06 15:00:00,0.079,0.284,0.01823
2016-03-06 15:15:00,0.11,0.226,0.01836
2016-03-06 15:30:00,0.128,0.082,0.01848
2016-03-06 15:45:00,0.099,0.105,0.0186
2016-03-06 16:00:00,0.189,0.105,0.01873
2016-03-06 16:15:00,0.253,0.031,0.01919
2016-03-06 16:30:00,0.052,0.012,0.01965
2016-03-06 16:45:00,0.18,0.01,0.02011
2016-03-06 17:00:00,0.144,0.0,0.02057
2016-03-06 17:15:00,0.199,0.0,0.02266
2016-03-06 17:30:00,0.192,0.0,0.02475
2016-03-06 17:45:00,0.17,0.0,0.02684
2016-03-06 18:00:00,0.17,0.0,0.02893
2016-03-06 18:15:00,0.177,0.0,0.0296
2016-03-06 18:30:00,0.175,0.0,0.03028
2016-03-06 18:45:00,0.111,0.0,0.03095
2016-03-06 19:00:00,0.175,0.0,0.03162
2016-03-06 19:15:00,0.254,0.0,0.03101
2016-03-06 19:30:00,0.28,0.0,0.0304
2016-03-06 19:45:00,0.262,0.0,0.02978
2016-03-06 20:00:00,0.271,0.0,0.02917
2016-03-06 20:15:00,0.25,0.0,0.02824
2016-03-06 20:30:00,0.241,0.0,0.0273
2016-03-06 20:45:00,0.247,0.0,0.02637
2016-03-06 21:00:00,0.282,0.0,0.02544
2016-03-06 21:15:00,0.243,0.0,0.02594
2016-03-06 21:30:00,0.199,0.0,0.02644
2016-03-06 21:45:00,0.201,0.0,0.02694
2016-03-06 22:00:00,0.21,0.0,0.02744
2016-03-06 22:15:00,0.189,0.0,0.02587
2016-03-06 22:30:00,0.181,0.0,0.0243
2016-03-06 22:45:00,0.182,0.0,0.02272
2016-03-06 23:00:00,0.17,0.0,0.02115
2016-03-06 23:15:00,0.13,0.0,0.02137
2016-03-06 23:30:00,0.123,0.0,0.0216
2016-03-06 23:45:00,0.127,0.0,0.02182
2016-03-07 00:00:00,0.133,0.0,0.02204
2016-03-07 00:15:00,0.129,0.0,0.02204
2016-03-07 00:30:00,0.128,0.0,0.02204
2016-03-07 00:45:00,0.143,0.0,0.02205
2016-03-07 01:00:00,0.129,0.0,0.02205
2016-03-07 01:15:00,0.128,0.0,0.02162
2016-03-07 01:30:00,0.13,0.0,0.0212
2016-03-07 01:45:00,0.13,0.0,0.02077
2016-03-07 02:00:00,0.129,0.0,0.02034
2016-03-07 02:15:00,0.124,0.0,0.02026
2016-03-07 02:30:00,0.092,0.0,0.02018
2016-03-07 02:45:00,0.08,0.0,0.0201
2016-03-07 03:00:00,0.061,0.0,0.02002
2016-03-07 03:15:00,0.067,0.0,0.02004
2016-03-07 03:30:00,0.062,0.0,0.02006
2016-03-07 03:45:00,0.06,0.0,0.02007
2016-03-07 04:00:00,0.05,0.0,0.02009
2016-03-07 04:15:00,0.078,0.0,0.02054
2016-03-07 04:30:00,0.069,0.0,0.02098
2016-03-07 04:45:00,0.053,0.0,0.02142
2016-03-07 05:00:00,0.05,0.0,0.02187
2016-03-07 05:15:00,0.127,0.0,0.02449
2016-03-07 05:30:00,0.25,0.0,0.02711
2016-03-07 05:45:00,0.228,0.0,0.02972
2016-03-07 06:00:00,0.16,0.01,0.03234
2016-03-07 06:15:00,0.131,0.026,0.03325
2016-03-07 06:30:00,0.061,0.041,0.03416
2016-03-07 06:45:00,0.176,0.078,0.03506
2016-03-07 07:00:00,0.057,0.165,0.03597
2016-03-07 07:15:00,0.042,0.199,0.03642
2016-03-07 07:30:00,0.068,0.221,0.03688
2016-03-07 07:45:00,0.04,0.264,0.03734
2016-03-07 08:00:00,0.078,0.328,0.03779
2016-03-07 08:15:00,0.072,0.377,0.03661
2016-03-07 08:30:00,0.047,0.407,0.03543
2016-03-07 08:45:00,0.051,0.449,0.03425
2016-03-07 09:00:00,0.044,0.489,0.03307
2016-03-07 09:15:00,0.056,0.547,0.0328
2016-03-07 09:30:00,0.052,0.606,0.03252
2016-03-07 09:45:00,0.077,0.487,0.03225
2016-03-07 10:00:00,0.082,0.215,0.03198
2016-03-07 10:15:00,0.135,0.163,0.03148
2016-03-07 10:30:00,0.215,0.168,0.03097
2016-03-07 10:45:00,0.088,0.334,0.03046
2016-03-07 11:00:00,0.082,0.552,0.02996
2016-03-07 11:15:00,0.099,0.361,0.02946
2016-03-07 11:30:00,0.1,0.238,0.02897
2016-03-07 11:45:00,0.119,0.459,0.02848
2016-03-07 12:00:00,0.153,0.51,0.02798
2016-03-07 12:15:00,0.422,0.693,0.02784
2016-03-07 12:30:00,0.175,0.377,0.02771
2016-03-07 12:45:00,0.054,0.376,0.02758
2016-03-07 13:00:00,0.076,0.302,0.02744
2016-03-07 13:15:00,0.089,0.111,0.02751
2016-03-07 13:30:00,0.129,0.184,0.02758
2016-03-07 13:45:00,0.103,0.165,0.02765
2016-03-07 14:00:00,0.069,0.139,0.02772
2016-03-07 14:15:00,0.174,0.114,0.02756
2016-03-07 14:30:00,0.274,0.157,0.02741
2016-03-07 14:45:00,0.104,0.187,0.02726
2016-03-07 15:00:00,0.115,0.198,0.0271
2016-03-07 15:15:00,0.157,0.212,0.02784
2016-03-07 15:30:00,0.136,0.153,0.02858
2016-03-07 15:45:00,0.139,0.159,0.02933
2016-03-07 16:00:00,0.094,0.096,0.03007
2016-03-07 16:15:00,0.178,0.059,0.03105
2016-03-07 16:30:00,0.073,0.034,0.03202
2016-03-07 16:45:00,0.068,0.01,0.03299
2016-03-07 17:00:00,0.167,0.0,0.03397
2016-03-07 17:15:00,0.48,0.0,0.03755
2016-03-07 17:30:00,0.578,0.0,0.04113
2016-03-07 17:45:00,0.342,0.0,0.04471
2016-03-07 18:00:00,0.12,0.0,0.04829
2016-03-07 18:15:00,0.215,0.0,0.04788
2016-03-07 18:30:00,0.402,0.0,0.04747
2016-03-07 18:45:00,0.438,0.0,0.04706
2016-03-07 19:00:00,0.517,0.0,0.04665
2016-03-07 19:15:00,0.47,0.0,0.0425
2016-03-07 19:30:00,0.581,0.0,0.03834
2016-03-07 19:45:00,0.279,0.0,0.03418
2016-03-07 20:00:00,0.296,0.0,0.03003
2016-03-07 20:15:00,0.25,0.0,0.02951
2016-03-07 20:30:00,0.415,0.0,0.02899
2016-03-07 20:45:00,0.296,0.0,0.02847
2016-03-07 21:00:00,0.246,0.0,0.02795
2016-03-07 21:15:00,0.23,0.0,0.0277
2016-03-07 21:30:00,0.223,0.0,0.02745
2016-03-07 21:45:00,0.219,0.0,0.02721
2016-03-07 22:00:00,0.228,0.0,0.02696
2016-03-07 22:15:00,0.223,0.0,0.02634
2016-03-07 22:30:00,0.19,0.0,0.02572
2016-03-07 22:45:00,0.199,0.0,0.02509
2016-03-07 23:00:00,0.201,0.0,0.02447
2016-03-07 23:15:00,0.162,0.0,0.02395
2016-03-07 23:30:00,0.14,0.0,0.02343
2016-03-07 23:45:00,0.14,0.0,0.02291
2016-03-08 00:00:00,0.131,0.0,0.02239
2016-03-08 00:15:00,0.131,0.0,0.02252
2016-03-08 00:30:00,0.158,0.0,0.02265
2016-03-08 00:45:00,0.131,0.0,0.02278
2016-03-08 01:00:00,0.122,0.0,0.02291
2016-03-08 01:15:00,0.13,0.0,0.02288
2016-03-08 01:30:00,0.127,0.0,0.02286
2016-03-08 01:45:00,0.112,0.0,0.02284
2016-03-08 02:00:00,0.111,0.0,0.02281
2016-03-08 02:15:00,0.119,0.0,0.02261
2016-03-08 02:30:00,0.138,0.0,0.0224
2016-03-08 02:45:00,0.112,0.0,0.0222
2016-03-08 03:00:00,0.121,0.0,0.022
2016-03-08 03:15:00,0.093,0.0,0.02192
2016-03-08 03:30:00,0.058,0.0,0.02184
2016-03-08 03:45:00,0.051,0.0,0.02175
2016-03-08 04:00:00,0.051,0.0,0.02167
2016-03-08 04:15:00,0.077,0.0,0.02193
2016-03-08 04:30:00,0.061,0.0,0.02219
2016-03-08 04:45:00,0.051,0.0,0.02244
2016-03-08 05:00:00,0.061,0.0,0.0227
2016-03-08 05:15:00,0.058,0.0,0.02388
2016-03-08 05:30:00,0.306,0.0,0.02507
2016-03-08 05:45:00,0.201,0.0,0.02626
2016-03-08 06:00:00,0.274,0.007,0.02744
2016-03-08 06:15:00,0.105,0.02,0.03001
2016-03-08 06:30:00,0.063,0.029,0.03259
2016-03-08 06:45:00,0.081,0.051,0.03516
2016-03-08 07:00:00,0.064,0.067,0.03773
2016-03-08 07:15:00,0.09,0.155,0.03807
2016-03-08 07:30:00,0.125,0.193,0.0384
2016-03-08 07:45:00,0.047,0.13,0.03874
2016-03-08 08:00:00,0.059,0.224,0.03908
2016-03-08 08:15:00,0.046,0.233,0.03806
2016-03-08 08:30:00,0.03,0.23,0.03703
2016-03-08 08:45:00,0.05,0.25,0.036
2016-03-08 09:00:00,0.049,0.231,0.03498
2016-03-08 09:15:00,0.038,0.152,0.03339
2016-03-08 09:30:00,0.059,0.13,0.03179
2016-03-08 09:45:00,0.079,0.187,0.0302
2016-03-08 10:00:00,0.081,0.172,0.02861
2016-03-08 10:15:00,0.055,0.191,0.02781
2016-03-08 10:30:00,0.047,0.17,0.02702
2016-03-08 10:45:00,0.088,0.132,0.02622
2016-03-08 11:00:00,0.089,0.138,0.02542
2016-03-08 11:15:00,0.08,0.194,0.02534
2016-03-08 11:30:00,0.11,0.303,0.02526
2016-03-08 11:45:00,0.1,0.478,0.02518
2016-03-08 12:00:00,0.062,0.575,0.0251
2016-03-08 12:15:00,0.058,0.522,0.02498
2016-03-08 12:30:00,0.052,0.205,0.02487
2016-03-08 12:45:00,0.06,0.172,0.02476
2016-03-08 13:00:00,0.088,0.151,0.02464
2016-03-08 13:15:00,0.072,0.132,0.02468
2016-03-08 13:30:00,0.096,0.108,0.02472
2016-03-08 13:45:00,0.066,0.119,0.02477
2016-03-08 14:00:00,0.059,0.278,0.02481
2016-03-08 14:15:00,0.056,0.41,0.02488
2016-03-08 14:30:00,0.053,0.335,0.02495
2016-03-08 14:45:00,0.061,0.258,0.02502
2016-03-08 15:00:00,0.076,0.219,0.02509
2016-03-08 15:15:00,0.121,0.201,0.0258
2016-03-08 15:30:00,0.13,0.143,0.02651
2016-03-08 15:45:00,0.219,0.1,0.02721
2016-03-08 16:00:00,0.064,0.072,0.02792
2016-03-08 16:15:00,0.067,0.059,0.02922
2016-03-08 16:30:00,0.063,0.044,0.03051
2016-03-08 16:45:00,0.06,0.019,0.0318
2016-03-08 17:00:00,0.112,0.0,0.0331
2016-03-08 17:15:00,0.322,0.0,0.03606
2016-03-08 17:30:00,0.294,0.0,0.03902
2016-03-08 17:45:00,0.187,0.0,0.04197
2016-03-08 18:00:00,0.197,0.0,0.04493
2016-03-08 18:15:00,0.296,0.0,0.04384
2016-03-08 18:30:00,0.177,0.0,0.04275
2016-03-08 18:45:00,0.178,0.0,0.04167
2016-03-08 19:00:00,0.21,0.0,0.04058
2016-03-08 19:15:00,0.229,0.0,0.03842
2016-03-08 19:30:00,0.221,0.0,0.03626
2016-03-08 19:45:00,0.217,0.0,0.0341
2016-03-08 20:00:00,0.212,0.0,0.03194
2016-03-08 20:15:00,0.201,0.0,0.03022
2016-03-08 20:30:00,0.19,0.0,0.02851
2016-03-08 20:45:00,0.218,0.0,0.02679
2016-03-08 21:00:00,0.229,0.0,0.02507
2016-03-08 21:15:00,0.315,0.0,0.0256
2016-03-08 21:30:00,0.349,0.0,0.02614
2016-03-08 21:45:00,0.343,0.0,0.02667
2016-03-08 22:00:00,0.338,0.0,0.0272
2016-03-08 22:15:00,0.332,0.0,0.02605
2016-03-08 22:30:00,0.481,0.0,0.0249
2016-03-08 22:45:00,0.441,0.0,0.02376
2016-03-08 23:00:00,0.434,0.0,0.02261
2016-03-08 23:15:00,0.374,0.0,0.02291
2016-03-08 23:30:00,0.456,0.0,0.0232
2016-03-08 23:45:00,0.175,0.0,0.0235
2016-03-09 00:00:00,0.09,0.0,0.0238
2016-03-09 00:15:00,0.072,0.0,0.02336
2016-03-09 00:30:00,0.069,0.0,0.02292
2016-03-09 00:45:00,0.061,0.0,0.02247
2016-03-09 01:00:00,0.048,0.0,0.02203
2016-03-09 01:15:00,0.051,0.0,0.02176
2016-03-09 01:30:00,0.051,0.0,0.02148
2016-03-09 01:45:00,0.051,0.0,0.02121
2016-03-09 02:00:00,0.039,0.0,0.02094
2016-03-09 02:15:00,0.07,0.0,0.02072
2016-03-09 02:30:00,0.06,0.0,0.02051
2016-03-09 02:45:00,0.05,0.0,0.02029
2016-03-09 03:00:00,0.041,0.0,0.02008
2016-03-09 03:15:00,0.049,0.0,0.02006
2016-03-09 03:30:00,0.05,0.0,0.02004
2016-03-09 03:45:00,0.042,0.0,0.02003
2016-03-09 04:00:00,0.058,0.0,0.02001
2016-03-09 04:15:00,0.061,0.0,0.02029
2016-03-09 04:30:00,0.048,0.0,0.02058
2016-03-09 04:45:00,0.041,0.0,0.02086
2016-03-09 05:00:00,0.039,0.0,0.02114
2016-03-09 05:15:00,0.254,0.0,0.02209
2016-03-09 05:30:00,0.195,0.0,0.02305
2016-03-09 05:45:00,0.204,0.0,0.024
2016-03-09 06:00:00,0.267,0.017,0.02495
2016-03-09 06:15:00,0.128,0.021,0.02669
2016-03-09 06:30:00,0.074,0.05,0.02844
2016-03-09 06:45:00,0.071,0.08,0.03018
2016-03-09 07:00:00,0.107,0.107,0.03192
2016-03-09 07:15:00,0.043,0.15,0.03142
2016-03-09 07:30:00,0.058,0.158,0.03092
2016-03-09 07:45:00,0.091,0.245,0.03041
2016-03-09 08:00:00,0.066,0.267,0.02991
2016-03-09 08:15:00,0.033,0.235,0.02869
2016-03-09 08:30:00,0.033,0.201,0.02747
2016-03-09 08:45:00,0.047,0.245,0.02625
2016-03-09 09:00:00,0.05,0.312,0.02503
2016-03-09 09:15:00,0.06,0.36,0.02463
2016-03-09 09:30:00,0.081,0.315,0.02423
2016-03-09 09:45:00,0.089,0.572,0.02383
2016-03-09 10:00:00,0.08,0.74,0.02343
2016-03-09 10:15:00,0.077,0.48,0.02354
2016-03-09 10:30:00,0.063,0.343,0.02364
2016-03-09 10:45:00,0.097,0.64,0.02374
2016-03-09 11:00:00,0.09,0.65,0.02385
2016-03-09 11:15:00,0.09,0.639,0.02346
2016-03-09 11:30:00,0.092,0.633,0.02306
2016-03-09 11:45:00,0.44,0.632,0.02267
2016-03-09 12:00:00,0.601,0.578,0.02228
2016-03-09 12:15:00,0.526,0.601,0.0222
2016-03-09 12:30:00,0.249,0.58,0.02212
2016-03-09 12:45:00,0.189,0.561,0.02204
2016-03-09 13:00:00,0.075,0.551,0.02196
2016-03-09 13:15:00,0.108,0.532,0.02209
2016-03-09 13:30:00,0.118,0.5,0.02222
2016-03-09 13:45:00,0.065,0.463,0.02235
2016-03-09 14:00:00,0.08,0.432,0.02248
